일련번호,나이,학력,성별,정신건강,전문직,개발공부기간,연차,국적,연봉,보유기술개수
DEV358,<35,Other,Man,Yes,Dev,11,9,United States of America,150000,5
DEV359,<35,Undergraduate,Man,No,NotDev,16,10,United States of America,130000,13
DEV360,<35,Undergraduate,Man,No,Dev,9,9,India,25128,18
DEV361,<35,Master,Man,No,Dev,15,7,Germany,85397,4
DEV362,<35,PhD,Man,No,Dev,16,2,United States of America,123000,15
DEV363,>35,Master,Man,No,Dev,12,10,Germany,97288,5
DEV364,>35,Master,Man,No,Dev,19,13,United States of America,105000,13
DEV365,<35,Undergraduate,Man,No,Dev,12,2,India,3686,7
DEV366,>35,Master,Man,No,NotDev,15,7,United States of America,110000,3
DEV367,<35,Master,Man,No,Dev,13,10,Canada,90758,14
DEV368,>35,Master,Man,Yes,NotDev,30,12,Germany,69183,23
DEV369,<35,Undergraduate,Man,No,Dev,8,0,India,9773,19
DEV370,>35,Undergraduate,Man,Yes,Dev,34,31,United States of America,82000,8
DEV371,<35,Undergraduate,Man,Yes,Dev,8,5,United States of America,76000,24
DEV372,<35,Undergraduate,Man,No,Dev,9,5,India,8517,8
DEV373,>35,Undergraduate,Man,No,Dev,42,42,United States of America,70000,3
DEV374,<35,Undergraduate,Man,No,Dev,4,1,India,25131,16
DEV375,<35,Other,Man,No,Dev,10,7,United Kingdom of Great Britain and Northern Ireland,55582,17
DEV376,<35,Other,Man,No,Dev,12,2,United Kingdom of Great Britain and Northern Ireland,31020,10
DEV377,>35,Undergraduate,Woman,No,Dev,25,13,United States of America,97000,25
DEV378,<35,Master,Man,No,Dev,16,10,India,25131,12
DEV379,>35,Undergraduate,Man,No,Dev,30,20,Germany,75669,9
DEV380,>35,Undergraduate,Man,Yes,Dev,20,20,Germany,172950,2
DEV381,<35,Master,Man,Yes,Dev,14,6,Canada,96808,9
DEV382,<35,Undergraduate,Man,No,Dev,11,4,United States of America,76000,7
DEV383,>35,Undergraduate,Man,No,Dev,40,28,United States of America,170000,7
DEV384,<35,Undergraduate,Man,No,Dev,6,6,United States of America,60000,12
DEV385,<35,Undergraduate,Man,No,Dev,7,4,India,12230,8
DEV386,<35,Undergraduate,Man,No,Dev,11,5,India,8376,14
DEV387,<35,Undergraduate,Man,No,Dev,15,8,United States of America,150000,5
DEV388,<35,Undergraduate,Man,No,Dev,16,8,India,36300,8
DEV389,<35,Master,Man,No,NotDev,13,3,Germany,40212,10
DEV390,<35,Other,Man,No,Dev,14,11,United Kingdom of Great Britain and Northern Ireland,77556,12
DEV391,>35,Other,Man,No,Dev,30,20,Canada,56723,14
DEV392,<35,Other,Man,No,Dev,6,5,Canada,75631,11
DEV393,<35,Master,Man,No,Dev,10,5,United States of America,103000,10
DEV394,<35,Master,Man,No,Dev,15,6,United States of America,95000,8
DEV395,<35,Master,Man,Yes,NotDev,4,2,United Kingdom of Great Britain and Northern Ireland,64630,12
DEV396,>35,PhD,Man,No,NotDev,6,2,Germany,108098,6
DEV397,<35,Undergraduate,Man,No,Dev,10,5,Canada,75631,14
DEV398,<35,Undergraduate,Man,No,Dev,15,13,Germany,84316,14
DEV399,<35,Undergraduate,Man,No,Dev,10,6,India,37000,20
DEV400,<35,Undergraduate,Man,No,Dev,14,12,United States of America,160000,10
DEV401,<35,Undergraduate,Man,Yes,Dev,11,5,Canada,86976,14
DEV402,>35,Master,Man,No,Dev,23,20,Germany,64859,14
DEV403,<35,Undergraduate,Man,No,Dev,6,4,India,33504,28
DEV404,>35,Undergraduate,Man,Yes,NotDev,35,8,United Kingdom of Great Britain and Northern Ireland,193889,16
DEV405,<35,Undergraduate,Man,No,Dev,7,2,United States of America,86000,5
DEV406,>35,PhD,Man,No,Dev,35,18,United States of America,193052,4
DEV407,>35,Other,Man,Yes,Dev,17,5,Canada,60505,22
DEV408,<35,Undergraduate,Man,No,Dev,4,4,United States of America,132000,11
DEV409,<35,Undergraduate,Man,No,Dev,13,8,Canada,73741,15
DEV410,<35,Undergraduate,Man,No,Dev,9,8,Germany,62697,11
DEV411,>35,Undergraduate,Man,No,Dev,24,16,United States of America,148000,12
DEV412,>35,Undergraduate,Man,No,Dev,20,20,United States of America,135000,18
DEV413,>35,NoHigherEd,Man,Yes,Dev,40,9,United Kingdom of Great Britain and Northern Ireland,51704,21
DEV414,<35,Undergraduate,Man,Yes,Dev,10,2,United States of America,179000,9
DEV415,>35,Master,Man,No,Dev,20,18,United Kingdom of Great Britain and Northern Ireland,210050,7
DEV416,>35,Master,Man,No,Dev,8,4,United States of America,130000,8
DEV417,<35,Undergraduate,Man,No,Dev,2,2,United States of America,70000,8
DEV418,>35,Undergraduate,Man,Yes,Dev,18,15,United States of America,141900,14
DEV419,<35,Master,Man,No,Dev,12,6,Germany,64860,7
DEV420,>35,Master,Man,Yes,Dev,30,24,Germany,129718,12
DEV421,>35,Master,Man,No,Dev,15,12,India,23735,10
DEV422,<35,Undergraduate,Man,No,Dev,6,4,Germany,62268,13
DEV423,>35,Undergraduate,Man,No,Dev,13,13,United States of America,135000,10
DEV424,<35,Undergraduate,Man,No,Dev,10,2,India,23735,10
DEV425,<35,Undergraduate,Man,No,Dev,5,2,India,18848,17
DEV426,>35,Master,Man,No,Dev,20,8,United States of America,72000,14
DEV427,<35,Undergraduate,Woman,No,Dev,16,10,Canada,56723,5
DEV428,<35,Undergraduate,Man,No,Dev,14,4,Germany,15564,10
DEV429,<35,NoHigherEd,Man,No,Dev,11,5,Germany,55776,18
DEV430,<35,Master,Man,No,NotDev,12,7,Germany,42036,6
DEV431,<35,Undergraduate,Man,No,Dev,18,9,United States of America,70000,11
DEV432,<35,Undergraduate,Man,Yes,Dev,18,10,United Kingdom of Great Britain and Northern Ireland,103408,21
DEV433,<35,Undergraduate,Man,No,Dev,13,4,United States of America,140000,6
DEV434,>35,Other,Man,No,NotDev,20,10,Canada,50673,12
DEV435,<35,Master,Man,No,Dev,5,5,United Kingdom of Great Britain and Northern Ireland,96945,13
DEV436,<35,Undergraduate,Man,No,Dev,18,10,Canada,121010,11
DEV437,<35,Master,Man,No,Dev,8,8,United Kingdom of Great Britain and Northern Ireland,77556,12
DEV438,<35,Other,Man,No,Dev,9,2,Canada,24200,22
DEV439,<35,Undergraduate,Man,No,Dev,8,4,India,27923,5
DEV440,>35,Undergraduate,Man,No,NotDev,39,26,United States of America,204700,15
DEV441,<35,Undergraduate,Man,Yes,NotDev,1,1,United States of America,61500,11
DEV442,<35,Master,Man,No,Dev,18,11,United Kingdom of Great Britain and Northern Ireland,64630,7
DEV443,<35,Undergraduate,Man,No,Dev,11,5,Canada,56723,7
DEV444,<35,Other,Man,No,Dev,15,13,United Kingdom of Great Britain and Northern Ireland,155111,20
DEV445,>35,PhD,Man,No,NotDev,5,3,Germany,75669,5
DEV446,>35,Undergraduate,Man,No,Dev,23,22,United States of America,149000,8
DEV447,>35,Undergraduate,Man,No,Dev,30,5,United States of America,150000,9
DEV448,>35,PhD,Man,No,NotDev,8,2,United States of America,83000,6
DEV449,>35,Undergraduate,Man,No,Dev,14,9,South Korea,39201,18
DEV450,<35,Undergraduate,Man,No,Dev,21,10,India,62828,8
DEV451,<35,PhD,Man,Yes,Dev,10,6,United States of America,125000,4
DEV452,>35,Undergraduate,Man,No,NotDev,28,16,United States of America,130000,17
DEV453,>35,Undergraduate,Man,No,Dev,22,20,United Kingdom of Great Britain and Northern Ireland,64630,11
DEV454,>35,Master,Man,Yes,Dev,30,15,United Kingdom of Great Britain and Northern Ireland,81433,5
DEV455,<35,Undergraduate,Man,No,Dev,10,4,Germany,165000,18
DEV456,>35,Master,Man,No,Dev,20,12,Germany,62697,8
DEV457,>35,Master,Man,No,Dev,37,28,United States of America,180000,10
DEV458,>35,Other,Man,No,Dev,9,7,Germany,58373,19
DEV459,<35,Other,Man,No,Dev,6,3,Germany,31908,16
DEV460,<35,Other,Man,Yes,Dev,8,4,United States of America,65000,9
DEV461,<35,Master,Man,No,Dev,9,7,Germany,75669,4
DEV462,<35,Other,Man,No,Dev,12,5,United States of America,150000,18
DEV463,<35,Master,Man,No,Dev,6,2,United States of America,170000,13
DEV464,<35,Master,Man,No,Dev,16,13,India,38532,15
DEV465,>35,Master,Man,No,Dev,30,25,United States of America,1,16
DEV466,<35,Undergraduate,Man,No,Dev,15,11,India,41880,16
DEV467,<35,Undergraduate,Man,No,Dev,11,6,India,16754,12
DEV468,>35,Master,Man,No,Dev,6,5,United States of America,35000,9
DEV469,<35,Master,Man,Yes,Dev,17,8,United States of America,90000,10
DEV470,>35,Master,Man,No,NotDev,18,9,Germany,94045,12
DEV471,<35,Undergraduate,NonBinary,No,Dev,6,4,United States of America,91350,15
DEV472,<35,Undergraduate,Man,No,Dev,4,5,India,10052,16
DEV473,<35,Master,Man,Yes,NotDev,15,12,United Kingdom of Great Britain and Northern Ireland,52116,3
DEV474,<35,Other,Man,No,Dev,11,8,India,27923,10
DEV475,<35,Undergraduate,Man,Yes,Dev,6,0,Germany,56211,4
DEV476,<35,Other,Woman,Yes,Dev,11,8,United States of America,42000,21
DEV477,<35,Undergraduate,Woman,Yes,Dev,8,5,United Kingdom of Great Britain and Northern Ireland,39553,10
DEV478,<35,Master,Man,No,Dev,9,3,United States of America,130000,26
DEV479,<35,Master,Man,Yes,NotDev,15,5,United Kingdom of Great Britain and Northern Ireland,38778,7
DEV480,<35,NoHigherEd,Man,No,Dev,13,13,United States of America,80000,14
DEV481,<35,Undergraduate,Man,No,Dev,6,6,United States of America,89000,8
DEV482,>35,Undergraduate,Man,No,Dev,21,15,United States of America,95000,31
DEV483,>35,Undergraduate,Man,Yes,Dev,30,24,United States of America,177000,9
DEV484,>35,Other,Man,Yes,Dev,34,21,Canada,60505,13
DEV485,<35,Undergraduate,Man,No,Dev,5,1,India,6981,21
DEV486,>35,Undergraduate,Man,No,NotDev,30,20,United States of America,100000,2
DEV487,>35,Other,Man,No,Dev,14,8,Canada,60505,15
DEV488,>35,Undergraduate,Man,Yes,Dev,3,2,United States of America,55000,8
DEV489,>35,Undergraduate,Man,No,Dev,13,13,United States of America,156000,7
DEV490,>35,Other,Man,Yes,Dev,27,23,Germany,72636,10
DEV491,<35,Undergraduate,Man,No,Dev,18,9,United Kingdom of Great Britain and Northern Ireland,77556,11
DEV492,<35,Master,Man,Yes,Dev,3,1,Canada,51429,2
DEV493,>35,Undergraduate,Man,No,Dev,4,3,United States of America,90000,3
DEV494,<35,Undergraduate,Man,No,Dev,16,12,United States of America,135000,19
DEV495,>35,Undergraduate,Man,No,Dev,16,13,Canada,52942,12
DEV496,<35,PhD,Man,Yes,Dev,9,4,United Kingdom of Great Britain and Northern Ireland,116333,7
DEV497,<35,PhD,Man,No,Dev,25,8,United States of America,130000,29
DEV498,>35,Undergraduate,Man,No,Dev,35,20,United States of America,194620,15
DEV499,<35,Undergraduate,Man,No,Dev,9,7,Germany,97504,3
DEV500,<35,Other,Man,No,Dev,12,5,Germany,63778,10
DEV501,<35,Master,Man,No,Dev,10,5,United Kingdom of Great Britain and Northern Ireland,142185,13
DEV502,<35,NoHigherEd,Man,Yes,Dev,10,6,United Kingdom of Great Britain and Northern Ireland,64630,13
DEV503,<35,NoHigherEd,Man,No,Dev,19,12,Germany,49725,6
DEV504,<35,Undergraduate,Man,No,Dev,6,4,India,6283,10
DEV505,>35,Undergraduate,Man,No,Dev,30,7,United Kingdom of Great Britain and Northern Ireland,60141,4
DEV506,<35,Undergraduate,Man,Yes,Dev,25,7,Germany,70264,11
DEV507,<35,Undergraduate,Woman,No,Dev,13,6,Canada,58236,16
DEV508,>35,Master,Man,Yes,Dev,38,25,United States of America,129000,20
DEV509,<35,Undergraduate,Man,No,Dev,9,6,United States of America,75000,6
DEV510,>35,Undergraduate,Man,No,Dev,39,35,United States of America,115000,5
DEV511,<35,Undergraduate,Man,No,Dev,1,0,United Kingdom of Great Britain and Northern Ireland,38778,11
DEV512,<35,PhD,Man,No,NotDev,20,7,United Kingdom of Great Britain and Northern Ireland,161574,6
DEV513,<35,Undergraduate,Woman,No,Dev,9,6,United Kingdom of Great Britain and Northern Ireland,43948,9
DEV514,<35,Undergraduate,Man,No,Dev,14,9,United States of America,105000,10
DEV515,>35,Master,Man,No,NotDev,31,20,United States of America,130000,8
DEV516,<35,Other,Man,No,Dev,6,6,Germany,39564,7
DEV517,<35,Undergraduate,Man,No,Dev,6,3,United States of America,66000,32
DEV518,<35,Undergraduate,Man,No,Dev,4,2,India,6696,6
DEV519,<35,Undergraduate,Man,Yes,Dev,10,8,United States of America,54000,5
DEV520,<35,Undergraduate,Man,No,Dev,17,11,Canada,74497,7
DEV521,<35,Undergraduate,Man,No,Dev,9,7,United Kingdom of Great Britain and Northern Ireland,60752,21
DEV522,>35,Undergraduate,Man,No,Dev,20,16,India,27923,12
DEV523,<35,Undergraduate,Man,No,Dev,5,0,India,3490,14
DEV524,<35,Other,Man,No,Dev,5,3,Germany,43239,21
DEV525,<35,Undergraduate,Man,No,Dev,13,5,Canada,58236,7
DEV526,<35,Undergraduate,Man,No,Dev,7,3,India,12564,11
DEV527,<35,Undergraduate,Man,No,Dev,15,7,United Kingdom of Great Britain and Northern Ireland,127967,7
DEV528,<35,Undergraduate,Man,Yes,Dev,10,7,United Kingdom of Great Britain and Northern Ireland,69800,16
DEV529,>35,Undergraduate,Man,No,Dev,27,16,Canada,69581,10
DEV530,>35,Other,Man,No,Dev,13,11,United States of America,135000,7
DEV531,>35,Undergraduate,Man,No,Dev,32,17,United Kingdom of Great Britain and Northern Ireland,125382,7
DEV532,<35,Undergraduate,Man,No,Dev,7,3,Germany,67452,18
DEV533,<35,NoHigherEd,Man,Yes,Dev,5,0,Germany,41508,12
DEV534,>35,Other,Man,Yes,Dev,24,20,United States of America,165000,21
DEV535,>35,Master,Man,Yes,Dev,20,20,Canada,77900,24
DEV536,<35,Other,Man,No,Dev,10,8,India,16754,29
DEV537,<35,Undergraduate,Man,No,Dev,5,4,United Kingdom of Great Britain and Northern Ireland,77556,9
DEV538,<35,Master,Man,No,Dev,16,9,United States of America,130000,9
DEV539,<35,Undergraduate,Man,No,Dev,8,4,India,8040,6
DEV540,>35,Undergraduate,Man,No,Dev,26,20,United States of America,70000,6
DEV541,<35,Undergraduate,Man,No,Dev,6,2,United States of America,65000,19
DEV542,>35,Master,Woman,No,Dev,11,8,India,5868,10
DEV543,>35,Undergraduate,Man,No,Dev,24,16,Canada,121010,10
DEV544,<35,Undergraduate,NonBinary,No,Dev,8,7,Germany,77831,13
DEV545,<35,Master,Man,Yes,Dev,16,5,United Kingdom of Great Britain and Northern Ireland,49119,6
DEV546,<35,Undergraduate,Man,No,Dev,6,5,India,11169,11
DEV547,<35,Undergraduate,Man,Yes,Dev,7,0,United States of America,73000,13
DEV548,>35,Master,Man,Yes,Dev,20,16,United Kingdom of Great Britain and Northern Ireland,58167,11
DEV549,<35,Master,Man,No,Dev,12,2,Canada,45379,3
DEV550,>35,Master,Man,No,NotDev,16,9,United States of America,86000,3
DEV551,>35,Undergraduate,Man,No,Dev,20,17,United Kingdom of Great Britain and Northern Ireland,93067,18
DEV552,>35,Undergraduate,Man,No,Dev,25,15,United States of America,165000,17
DEV553,>35,Master,Man,No,Dev,24,13,United States of America,53000,6
DEV554,>35,Undergraduate,Man,No,Dev,15,14,India,83770,7
DEV555,>35,Master,Man,Yes,Dev,26,19,India,60300,14
DEV556,>35,Other,Man,Yes,Dev,25,21,Germany,108100,10
DEV557,<35,Undergraduate,Man,Yes,Dev,10,7,United States of America,100000,12
DEV558,>35,Undergraduate,Man,Yes,Dev,37,32,United States of America,165000,20
DEV559,>35,Undergraduate,Man,No,Dev,15,10,United States of America,140000,16
DEV560,<35,Undergraduate,Man,No,Dev,12,8,India,38129,4
DEV561,<35,Undergraduate,Man,No,NotDev,2,1,United States of America,60000,25
DEV562,<35,Other,Man,No,Dev,7,4,United States of America,75000,15
DEV563,<35,Undergraduate,Man,No,Dev,5,3,India,6696,22
DEV564,>35,PhD,Man,Yes,NotDev,20,14,Canada,83194,4
DEV565,>35,Master,Man,No,Dev,35,25,Germany,77544,10
DEV566,>35,Other,Man,Yes,Dev,28,23,United States of America,110000,6
DEV567,<35,Undergraduate,Man,No,Dev,18,12,United States of America,180000,17
DEV568,<35,Master,Man,No,Dev,9,2,India,12566,12
DEV569,<35,Undergraduate,Man,Yes,Dev,11,6,Canada,56723,8
DEV570,<35,Undergraduate,Man,No,Dev,13,5,United States of America,24000,12
DEV571,>35,Undergraduate,Man,No,Dev,20,10,United Kingdom of Great Britain and Northern Ireland,129250,7
DEV572,<35,Master,Man,No,Dev,16,9,Germany,64859,16
DEV573,<35,Undergraduate,Man,No,Dev,4,0,United States of America,56400,9
DEV574,<35,Master,Man,Yes,Dev,9,0,Germany,51887,5
DEV575,<35,Undergraduate,Man,Yes,NotDev,8,5,United States of America,50000,11
DEV576,<35,Undergraduate,Man,Yes,Dev,5,2,United States of America,145000,12
DEV577,<35,Other,Man,No,Dev,7,6,United States of America,141000,10
DEV578,<35,Undergraduate,Man,No,Dev,11,7,United States of America,102974,9
DEV579,<35,Master,Man,Yes,Dev,10,6,Germany,70044,8
DEV580,<35,Master,Man,Yes,Dev,17,4,Germany,73511,14
DEV581,<35,Undergraduate,Man,No,Dev,10,2,India,8656,18
DEV582,>35,Undergraduate,Man,No,Dev,35,35,United States of America,175000,6
DEV583,>35,Undergraduate,Man,No,Dev,37,23,United States of America,171000,15
DEV584,<35,Master,Man,No,Dev,7,1,India,840,17
DEV585,<35,PhD,Man,No,NotDev,6,1,United States of America,64000,4
DEV586,>35,Undergraduate,Man,No,Dev,20,14,United Kingdom of Great Britain and Northern Ireland,104700,15
DEV587,<35,Undergraduate,Man,No,NotDev,10,6,Germany,25944,13
DEV588,>35,Undergraduate,Man,No,Dev,23,13,Canada,73362,21
DEV589,<35,Undergraduate,Man,No,Dev,14,7,United Kingdom of Great Britain and Northern Ireland,90482,8
DEV590,<35,Master,Man,Yes,NotDev,19,6,United States of America,200000,4
DEV591,>35,Undergraduate,Man,No,Dev,15,13,Germany,70264,16
DEV592,<35,Undergraduate,Man,No,Dev,14,10,United States of America,200000,11
DEV593,<35,Undergraduate,Man,No,Dev,6,5,India,28622,7
DEV594,>35,Undergraduate,Man,No,Dev,12,8,United Kingdom of Great Britain and Northern Ireland,48472,10
DEV595,<35,Undergraduate,Man,No,Dev,6,3,United States of America,122000,2
DEV596,<35,Undergraduate,Man,No,Dev,9,3,India,25131,18
DEV597,>35,Undergraduate,Man,No,Dev,20,15,United States of America,89000,9
DEV598,>35,Undergraduate,Man,No,Dev,21,13,United States of America,170000,21
DEV599,>35,Undergraduate,Man,No,Dev,32,18,United Kingdom of Great Britain and Northern Ireland,113100,8
DEV600,>35,Undergraduate,Man,No,Dev,15,12,United Kingdom of Great Britain and Northern Ireland,77556,9
DEV601,>35,Master,Man,No,Dev,29,24,United Kingdom of Great Britain and Northern Ireland,64630,27
DEV602,>35,Undergraduate,Man,Yes,Dev,20,14,United States of America,145000,15
DEV603,<35,Undergraduate,Man,No,Dev,5,5,India,16752,15
DEV604,>35,Undergraduate,Man,No,Dev,25,12,Germany,140527,10
DEV605,>35,Other,Man,No,NotDev,25,9,India,17033,7
DEV606,<35,Other,Man,No,Dev,5,2,India,3348,15
DEV607,<35,Master,Man,No,Dev,20,5,Germany,51888,6
DEV608,>35,Undergraduate,Man,No,Dev,20,15,Canada,75631,22
DEV609,>35,PhD,Woman,Yes,Dev,33,25,United Kingdom of Great Britain and Northern Ireland,77556,8
DEV610,<35,Undergraduate,Man,Yes,Dev,9,7,India,11724,7
DEV611,<35,Master,Man,No,Dev,4,3,India,7958,9
DEV612,<35,Undergraduate,Man,No,NotDev,11,9,Canada,83951,7
DEV613,<35,Undergraduate,Man,No,NotDev,1,3,India,9075,3
DEV614,<35,Undergraduate,Man,No,Dev,8,7,United States of America,60000,6
DEV615,<35,Other,Woman,Yes,Dev,7,3,United Kingdom of Great Britain and Northern Ireland,22620,10
DEV616,>35,PhD,Man,No,Dev,16,7,United States of America,196950,11
DEV617,<35,Undergraduate,Man,No,Dev,7,2,United States of America,69000,8
DEV618,>35,Master,Man,No,Dev,40,40,United Kingdom of Great Britain and Northern Ireland,68507,2
DEV619,<35,Master,Man,No,Dev,10,10,India,17452,9
DEV620,>35,Other,Man,Yes,Dev,30,10,United Kingdom of Great Britain and Northern Ireland,124089,11
DEV621,>35,Master,Man,No,Dev,14,14,United Kingdom of Great Britain and Northern Ireland,168037,18
DEV622,<35,NoHigherEd,Man,Yes,Dev,6,3,Germany,38448,4
DEV623,>35,NoHigherEd,NonBinary,Yes,Dev,25,1,Germany,32429,10
DEV624,<35,Other,Man,No,Dev,10,6,India,4188,9
DEV625,<35,Undergraduate,Man,Yes,Dev,6,3,United Kingdom of Great Britain and Northern Ireland,41363,11
DEV626,<35,Undergraduate,Man,No,NotDev,12,1,United States of America,18000,3
DEV627,<35,Undergraduate,Man,No,Dev,10,3,United Kingdom of Great Britain and Northern Ireland,41363,17
DEV628,<35,Master,Man,No,Dev,10,7,Germany,86478,22
DEV629,>35,Undergraduate,NonBinary,Yes,Dev,13,10,United States of America,50000,10
DEV630,<35,Undergraduate,Man,No,Dev,6,1,United States of America,65000,10
DEV631,<35,Undergraduate,Man,No,Dev,14,3,India,8726,19
DEV632,<35,Master,Man,No,Dev,15,10,Germany,91883,5
DEV633,>35,PhD,NonBinary,Yes,Dev,22,9,United Kingdom of Great Britain and Northern Ireland,94359,9
DEV634,>35,Undergraduate,Man,No,Dev,23,9,Canada,79413,9
DEV635,<35,Master,Man,No,Dev,13,7,India,15084,15
DEV636,<35,Undergraduate,Man,Yes,Dev,11,6,United States of America,33000,19
DEV637,<35,Other,Man,No,Dev,4,3,United Kingdom of Great Britain and Northern Ireland,27144,5
DEV638,<35,Undergraduate,Man,Yes,Dev,14,10,United States of America,120000,6
DEV639,>35,Undergraduate,Woman,No,Dev,8,7,United States of America,162000,15
DEV640,<35,Undergraduate,Man,No,Dev,6,3,India,16754,12
DEV641,>35,Master,Man,No,NotDev,21,15,United States of America,81807,2
DEV642,<35,Other,Man,No,Dev,15,11,Canada,60505,38
DEV643,<35,Other,Man,No,Dev,8,5,India,9216,14
DEV644,>35,Undergraduate,Woman,No,Dev,20,5,Germany,70264,21
DEV645,>35,Master,Man,No,NotDev,33,21,United Kingdom of Great Britain and Northern Ireland,51704,11
DEV646,<35,Undergraduate,Man,No,NotDev,6,3,United States of America,100000,6
DEV647,>35,Undergraduate,Man,Yes,Dev,11,10,United States of America,102000,17
DEV648,<35,NoHigherEd,Man,No,Dev,15,11,Germany,67452,19
DEV649,>35,Master,Man,No,Dev,17,11,India,698,8
DEV650,>35,Other,Man,No,Dev,22,16,United Kingdom of Great Britain and Northern Ireland,74970,12
DEV651,>35,PhD,Man,No,Dev,37,10,United Kingdom of Great Britain and Northern Ireland,139600,6
